Country;Value;Currency;Date
PL;634,22;PLN;01-08-2025
PL;410,60;PLN;01-08-2025
PL;853,79;PLN;01-08-2025
PL;60,25;PLN;01-08-2025
PL;345,94;PLN;01-08-2025
PL;1540,78;PLN;01-08-2025
PL;1657,66;PLN;01-08-2025
PL;89,05;PLN;01-08-2025
PL;698,69;PLN;01-08-2025
PL;672,26;PLN;01-08-2025
PL;568,70;PLN;01-08-2025
PL;888,07;PLN;01-08-2025
PL;69,58;PLN;01-08-2025
PL;621,06;PLN;01-08-2025
PL;116,60;PLN;01-08-2025
PL;519,52;PLN;01-08-2025
PL;530,31;PLN;01-08-2025
PL;976,81;PLN;01-08-2025
PL;3,68;PLN;01-08-2025
PL;872,85;PLN;01-08-2025
PL;144,18;PLN;01-08-2025
PL;195,12;PLN;01-08-2025
PL;1087,80;PLN;01-08-2025
PL;1153,20;PLN;01-08-2025
PL;284,72;PLN;01-08-2025
PL;134,20;PLN;01-08-2025
PL;573,95;PLN;01-08-2025
PL;141,41;PLN;01-08-2025
PL;31,74;PLN;01-08-2025
PL;720,58;PLN;01-08-2025
GB;136,39;PLN;01-08-2025
PL;477,25;PLN;01-08-2025
PL;355,97;PLN;01-08-2025
PL;291,55;PLN;01-08-2025
PL;212,38;PLN;01-08-2025
PL;783,02;PLN;01-08-2025
PL;1339,56;PLN;01-08-2025
PL;189,09;PLN;01-08-2025
PL;495,00;PLN;01-08-2025
PL;238,09;PLN;01-08-2025
PL;1656,99;PLN;01-08-2025
PL;484,35;PLN;01-08-2025
PL;256,38;PLN;01-08-2025
PL;940,45;PLN;01-08-2025
PL;129,70;PLN;01-08-2025
PL;898,70;PLN;01-08-2025
PL;879,41;PLN;01-08-2025
PL;842,44;PLN;01-08-2025
PL;675,26;PLN;01-08-2025
PL;1360,77;PLN;01-08-2025
PL;657,91;PLN;01-08-2025
PL;541,47;PLN;01-08-2025
PL;551,80;PLN;01-08-2025
DE;1194,30;PLN;01-08-2025
PL;9404,89;PLN;01-08-2025
PL;753,22;PLN;01-08-2025
PL;2379,21;PLN;01-08-2025
PL;105,28;PLN;01-08-2025
PL;720,47;PLN;01-08-2025
DE;84,65;PLN;01-08-2025
PL;91,86;PLN;01-08-2025
PL;272,41;PLN;01-08-2025
DE;883,91;PLN;01-08-2025
PL;593,15;PLN;01-08-2025
PL;93,15;PLN;01-08-2025
NL;535,60;PLN;01-08-2025
PL;1728,17;PLN;01-08-2025
PL;1110,17;PLN;01-08-2025
PL;823,60;PLN;01-08-2025
PL;287,38;PLN;01-08-2025
PL;668,86;PLN;01-08-2025
PL;1512,26;PLN;01-08-2025
PL;493,99;PLN;01-08-2025
CZ;2023,99;PLN;01-08-2025
PL;385,73;PLN;01-08-2025
PL;400,92;PLN;01-08-2025
PL;28,90;PLN;01-08-2025
PL;628,50;PLN;01-08-2025
PL;156,07;PLN;01-08-2025
PL;1631,57;PLN;01-08-2025
PL;1316,74;PLN;01-08-2025
PL;246,91;PLN;01-08-2025
ES;380,23;PLN;01-08-2025
PL;557,37;PLN;01-08-2025
;1558,30;PLN;01-08-2025
PL;102,87;PLN;01-08-2025
PL;52,39;PLN;01-08-2025
PL;1948,01;PLN;01-08-2025
PL;618,75;PLN;01-08-2025
PL;158,16;PLN;01-08-2025
PL;1151,12;PLN;01-08-2025
PL;1854,36;PLN;01-08-2025
PL;1984,06;PLN;01-08-2025
PL;760,07;PLN;01-08-2025
PL;1001,41;PLN;01-08-2025
PL;770,17;PLN;01-08-2025
PL;227,74;PLN;01-08-2025
PL;174,10;PLN;01-08-2025
UA;1402,39;PLN;01-08-2025
PL;1014,36;PLN;01-08-2025
PL;105,75;PLN;01-08-2025
DE;71,00;PLN;01-08-2025
PL;419,20;PLN;01-08-2025
;1061,16;PLN;01-08-2025
PL;860,49;PLN;01-08-2025
PL;723,54;PLN;01-08-2025
PL;598,55;PLN;01-08-2025
PL;1206,55;PLN;01-08-2025
PL;3020,04;PLN;01-08-2025
PL;500,10;PLN;01-08-2025
PL;1072,54;PLN;01-08-2025
PL;1469,67;PLN;01-08-2025
PL;177,83;PLN;01-08-2025
CZ;314,10;PLN;01-08-2025
PL;975,30;PLN;01-08-2025
CZ;392,86;PLN;01-08-2025
CZ;368,12;PLN;01-08-2025
PL;2385,90;PLN;01-08-2025
PL;594,66;PLN;01-08-2025
;2182,78;PLN;01-08-2025
PL;86,37;PLN;01-08-2025
PL;1287,23;PLN;01-08-2025
PL;2275,93;PLN;01-08-2025
PL;43,94;PLN;02-08-2025
PL;1058,57;PLN;02-08-2025
PL;786,06;PLN;02-08-2025
PL;8,75;PLN;02-08-2025
SK;1663,46;PLN;02-08-2025
PL;1281,19;PLN;02-08-2025
PL;46,23;PLN;02-08-2025
PL;511,87;PLN;02-08-2025
PL;977,03;PLN;02-08-2025
PL;488,23;PLN;02-08-2025
PL;1260,60;PLN;02-08-2025
PL;286,54;PLN;02-08-2025
PL;197,41;PLN;02-08-2025
PL;573,71;PLN;02-08-2025
PL;387,18;PLN;02-08-2025
PL;158,27;PLN;02-08-2025
PL;304,23;PLN;02-08-2025
PL;0,46;PLN;02-08-2025
DE;270,75;PLN;02-08-2025
PL;1171,81;PLN;02-08-2025
PL;1562,84;PLN;02-08-2025
PL;2017,97;PLN;02-08-2025
PL;885,46;PLN;02-08-2025
PL;1091,19;PLN;02-08-2025
PL;1131,97;PLN;02-08-2025
PL;1077,77;PLN;02-08-2025
PL;1171,65;PLN;02-08-2025
PL;686,19;PLN;02-08-2025
PL;387,79;PLN;02-08-2025
PL;1033,34;PLN;02-08-2025
PL;650,91;PLN;02-08-2025
PL;556,88;PLN;02-08-2025
CZ;413,33;PLN;02-08-2025
PL;2116,85;PLN;02-08-2025
PL;1396,39;PLN;02-08-2025
PL;610,83;PLN;02-08-2025
PL;126,25;PLN;02-08-2025
PL;833,45;PLN;02-08-2025
PL;998,18;PLN;02-08-2025
SK;132,47;PLN;02-08-2025
PL;290,28;PLN;02-08-2025
PL;5813,31;PLN;02-08-2025
;1551,31;PLN;02-08-2025
PL;575,64;PLN;02-08-2025
PL;571,29;PLN;02-08-2025
PL;1129,12;PLN;02-08-2025
PL;1185,52;PLN;02-08-2025
PL;1195,13;PLN;02-08-2025
PL;533,57;PLN;02-08-2025
PL;158,91;PLN;02-08-2025
PL;912,04;PLN;02-08-2025
PL;510,15;PLN;02-08-2025
PL;1014,89;PLN;02-08-2025
PL;319,55;PLN;02-08-2025
PL;135,97;PLN;02-08-2025
PL;1012,34;PLN;02-08-2025
PL;1250,93;PLN;02-08-2025
PL;1237,24;PLN;02-08-2025
;102,60;PLN;02-08-2025
PL;356,38;PLN;02-08-2025
PL;642,74;PLN;02-08-2025
PL;626,76;PLN;02-08-2025
PL;402,39;PLN;02-08-2025
PL;845,06;PLN;02-08-2025
PL;976,62;PLN;02-08-2025
PL;311,62;PLN;02-08-2025
GB;777,14;PLN;02-08-2025
PL;1440,49;PLN;02-08-2025
PL;50,28;PLN;02-08-2025
PL;962,52;PLN;02-08-2025
PL;919,80;PLN;02-08-2025
PL;873,20;PLN;02-08-2025
PL;1378,34;PLN;02-08-2025
PL;163,25;PLN;02-08-2025
PL;483,34;PLN;02-08-2025
PL;156,97;PLN;02-08-2025
PL;1010,83;PLN;02-08-2025
PL;1048,82;PLN;02-08-2025
PL;1253,29;PLN;02-08-2025
PL;154,51;PLN;02-08-2025
PL;738,13;PLN;02-08-2025
PL;1217,91;PLN;02-08-2025
DE;242,45;PLN;02-08-2025
PL;1205,10;PLN;02-08-2025
PL;81,29;PLN;02-08-2025
;506,27;PLN;02-08-2025
;287,03;PLN;02-08-2025
PL;1956,44;PLN;02-08-2025
PL;234,26;PLN;02-08-2025
PL;621,95;PLN;02-08-2025
PL;610,55;PLN;02-08-2025
PL;182,89;PLN;02-08-2025
PL;1016,71;PLN;02-08-2025
PL;338,69;PLN;02-08-2025
PL;933,80;PLN;02-08-2025
PL;978,81;PLN;02-08-2025
PL;1304,06;PLN;02-08-2025
PL;679,11;PLN;02-08-2025
PL;867,05;PLN;02-08-2025
PL;608,86;PLN;02-08-2025
PL;67,41;PLN;02-08-2025
PL;176,73;PLN;02-08-2025
PL;339,94;PLN;02-08-2025
PL;685,65;PLN;02-08-2025
PL;197,68;PLN;02-08-2025
PL;696,24;PLN;02-08-2025
PL;1698,38;PLN;02-08-2025
PL;305,00;PLN;02-08-2025
PL;884,83;PLN;02-08-2025
PL;1628,94;PLN;02-08-2025
NL;6278,51;PLN;02-08-2025
PL;366,94;PLN;02-08-2025
NL;191,64;PLN;02-08-2025
PL;728,17;PLN;02-08-2025
;172,31;PLN;02-08-2025
PL;1041,83;PLN;02-08-2025
PL;895,26;PLN;02-08-2025
PL;226,75;PLN;02-08-2025
PL;1569,57;PLN;02-08-2025
CZ;926,14;PLN;02-08-2025
PL;1530,69;PLN;02-08-2025
PL;552,98;PLN;02-08-2025
PL;626,05;PLN;02-08-2025
PL;910,33;PLN;02-08-2025
PL;919,25;PLN;02-08-2025
PL;372,71;PLN;02-08-2025
PL;1692,17;PLN;02-08-2025
PL;1265,31;PLN;02-08-2025
PL;429,64;PLN;02-08-2025
PL;1469,06;PLN;02-08-2025
PL;275,39;PLN;02-08-2025
PL;539,47;PLN;02-08-2025
PL;922,75;PLN;02-08-2025
PL;630,59;PLN;02-08-2025
PL;205,00;PLN;02-08-2025
PL;524,96;PLN;02-08-2025
IT;502,80;PLN;02-08-2025
NL;74,76;PLN;02-08-2025
PL;599,79;PLN;02-08-2025
PL;789,72;PLN;02-08-2025
PL;408,08;PLN;02-08-2025
PL;327,15;PLN;02-08-2025
PL;1232,31;PLN;02-08-2025
PL;118,19;PLN;02-08-2025
PL;124,58;PLN;02-08-2025
PL;702,02;PLN;02-08-2025
PL;487,67;PLN;02-08-2025
PL;1177,74;PLN;02-08-2025
PL;367,60;PLN;02-08-2025
PL;1119,08;PLN;02-08-2025
PL;990,44;PLN;02-08-2025
PL;897,47;PLN;02-08-2025
PL;842,90;PLN;02-08-2025
PL;1794,45;PLN;02-08-2025
PL;442,51;PLN;02-08-2025
UA;77,17;PLN;02-08-2025
PL;682,53;PLN;02-08-2025
PL;1285,32;PLN;02-08-2025
PL;902,38;PLN;02-08-2025
PL;766,12;PLN;02-08-2025
PL;2968,35;PLN;02-08-2025
PL;1971,66;PLN;02-08-2025
PL;986,91;PLN;02-08-2025
PL;523,26;PLN;02-08-2025
DE;753,05;PLN;02-08-2025
PL;395,47;PLN;02-08-2025
PL;962,15;PLN;02-08-2025
PL;474,57;PLN;02-08-2025
PL;609,46;PLN;02-08-2025
PL;38,59;PLN;02-08-2025
PL;238,86;PLN;02-08-2025
PL;552,99;PLN;02-08-2025
PL;1564,24;PLN;02-08-2025
PL;939,74;PLN;02-08-2025
GB;659,13;PLN;02-08-2025
PL;874,83;PLN;02-08-2025
PL;868,24;PLN;02-08-2025
;845,60;PLN;02-08-2025
;993,69;PLN;02-08-2025
PL;110,51;PLN;02-08-2025
PL;823,82;PLN;02-08-2025
PL;1144,38;PLN;02-08-2025
PL;30,43;PLN;02-08-2025
;1167,22;PLN;02-08-2025
GB;3524,52;PLN;02-08-2025
PL;27,27;PLN;02-08-2025
PL;1106,47;PLN;02-08-2025
PL;207,65;PLN;02-08-2025
PL;1212,94;PLN;02-08-2025
PL;2853,15;PLN;02-08-2025
PL;166,86;PLN;02-08-2025
PL;583,35;PLN;02-08-2025
AT;1920,85;PLN;02-08-2025
PL;972,03;PLN;02-08-2025
PL;476,68;PLN;02-08-2025
PL;4002,45;PLN;02-08-2025
PL;1970,12;PLN;02-08-2025
PL;344,54;PLN;02-08-2025
PL;486,37;PLN;02-08-2025
PL;280,66;PLN;02-08-2025
PL;266,15;PLN;02-08-2025
PL;727,63;PLN;02-08-2025
PL;242,57;PLN;02-08-2025
PL;1243,48;PLN;02-08-2025
PL;987,76;PLN;02-08-2025
PL;1051,98;PLN;02-08-2025
;2089,94;PLN;02-08-2025
PL;181,41;PLN;02-08-2025
PL;608,04;PLN;02-08-2025
PL;225,52;PLN;02-08-2025
DE;541,13;PLN;02-08-2025
PL;31,32;PLN;02-08-2025
LT;484,19;PLN;02-08-2025
PL;1988,86;PLN;02-08-2025
PL;156,23;PLN;02-08-2025
PL;463,28;PLN;02-08-2025
PL;1201,32;PLN;02-08-2025
PL;776,40;PLN;02-08-2025
PL;161,21;PLN;02-08-2025
;1379,58;PLN;02-08-2025
PL;1507,32;PLN;02-08-2025
PL;358,97;PLN;02-08-2025
PL;236,03;PLN;02-08-2025
PL;828,47;PLN;02-08-2025
PL;353,61;PLN;02-08-2025
PL;495,97;PLN;02-08-2025
PL;2251,79;PLN;02-08-2025
PL;1673,28;PLN;02-08-2025
PL;1685,94;PLN;02-08-2025
PL;405,30;PLN;02-08-2025
PL;697,76;PLN;02-08-2025
PL;539,64;PLN;02-08-2025
PL;462,88;PLN;02-08-2025
PL;150,00;PLN;02-08-2025
PL;236,52;PLN;02-08-2025
PL;130,83;PLN;02-08-2025
PL;848,75;PLN;02-08-2025
PL;122,36;PLN;02-08-2025
PL;1664,91;PLN;02-08-2025
PL;38,16;PLN;02-08-2025
GB;323,51;PLN;02-08-2025
PL;1850,37;PLN;02-08-2025
PL;1009,96;PLN;02-08-2025
PL;195,26;PLN;02-08-2025
PL;1466,39;PLN;02-08-2025
PL;345,30;PLN;02-08-2025
PL;418,27;PLN;02-08-2025
PL;15,58;PLN;02-08-2025
PL;57,04;PLN;02-08-2025
PL;210,84;PLN;02-08-2025
PL;477,28;PLN;03-08-2025
PL;193,79;PLN;03-08-2025
PL;1623,36;PLN;03-08-2025
PL;1135,87;PLN;03-08-2025
PL;502,39;PLN;03-08-2025
PL;146,59;PLN;03-08-2025
NL;869,61;PLN;03-08-2025
PL;1558,70;PLN;03-08-2025
PL;1773,66;PLN;03-08-2025
PL;389,89;PLN;03-08-2025
PL;222,83;PLN;03-08-2025
US;3664,09;PLN;03-08-2025
US;93,63;PLN;03-08-2025
NL;495,33;PLN;03-08-2025
PL;1853,26;PLN;03-08-2025
PL;1087,07;PLN;03-08-2025
PL;290,33;PLN;03-08-2025
PL;422,52;PLN;03-08-2025
PL;894,93;PLN;03-08-2025
PL;1268,95;PLN;03-08-2025
PL;1850,17;PLN;03-08-2025
PL;847,26;PLN;03-08-2025
PL;134,73;PLN;03-08-2025
PL;663,96;PLN;03-08-2025
PL;1556,55;PLN;03-08-2025
PL;211,67;PLN;03-08-2025
PL;62,35;PLN;03-08-2025
PL;231,60;PLN;03-08-2025
PL;3482,44;PLN;03-08-2025
PL;537,22;PLN;03-08-2025
PL;153,11;PLN;03-08-2025
PL;808,15;PLN;03-08-2025
PL;1608,78;PLN;03-08-2025
PL;1039,76;PLN;03-08-2025
PL;418,46;PLN;03-08-2025
PL;3333,09;PLN;03-08-2025
PL;502,97;PLN;03-08-2025
PL;18,85;PLN;03-08-2025
PL;1030,56;PLN;03-08-2025
PL;666,82;PLN;03-08-2025
PL;700,90;PLN;03-08-2025
UA;1496,58;PLN;03-08-2025
AT;1298,42;PLN;03-08-2025
PL;35,83;PLN;03-08-2025
PL;25,74;PLN;03-08-2025
PL;1220,42;PLN;03-08-2025
PL;1657,63;PLN;03-08-2025
PL;479,62;PLN;03-08-2025
PL;1018,14;PLN;03-08-2025
PL;332,34;PLN;03-08-2025
PL;2719,54;PLN;03-08-2025
PL;878,25;PLN;03-08-2025
PL;352,98;PLN;03-08-2025
PL;2613,02;PLN;03-08-2025
PL;922,99;PLN;03-08-2025
PL;994,77;PLN;03-08-2025
GB;1050,67;PLN;03-08-2025
PL;823,19;PLN;03-08-2025
PL;2946,08;PLN;03-08-2025
PL;358,49;PLN;03-08-2025
PL;923,84;PLN;03-08-2025
PL;379,66;PLN;03-08-2025
PL;2475,76;PLN;03-08-2025
PL;1600,18;PLN;03-08-2025
PL;448,35;PLN;03-08-2025
PL;62,33;PLN;03-08-2025
PL;326,39;PLN;03-08-2025
PL;612,34;PLN;03-08-2025
PL;300,32;PLN;03-08-2025
PL;1164,06;PLN;03-08-2025
PL;1299,89;PLN;03-08-2025
PL;747,99;PLN;03-08-2025
PL;728,34;PLN;03-08-2025
PL;295,15;PLN;03-08-2025
PL;557,59;PLN;03-08-2025
PL;411,94;PLN;03-08-2025
PL;643,90;PLN;03-08-2025
PL;447,14;PLN;03-08-2025
PL;583,53;PLN;03-08-2025
PL;366,93;PLN;03-08-2025
PL;120,17;PLN;03-08-2025
PL;407,02;PLN;03-08-2025
GB;919,69;PLN;03-08-2025
PL;395,37;PLN;03-08-2025
PL;214,04;PLN;03-08-2025
PL;2933,84;PLN;03-08-2025
PL;206,58;PLN;03-08-2025
PL;720,03;PLN;03-08-2025
PL;1271,57;PLN;03-08-2025
PL;686,60;PLN;03-08-2025
PL;1075,53;PLN;03-08-2025
PL;288,88;PLN;03-08-2025
PL;1006,85;PLN;03-08-2025
PL;707,46;PLN;03-08-2025
UA;703,56;PLN;03-08-2025
PL;312,06;PLN;03-08-2025
PL;504,66;PLN;03-08-2025
PL;1210,42;PLN;03-08-2025
PL;1426,93;PLN;03-08-2025
PL;1818,40;PLN;03-08-2025
PL;1075,07;PLN;03-08-2025
PL;801,83;PLN;03-08-2025
PL;1213,33;PLN;03-08-2025
PL;1018,31;PLN;03-08-2025
PL;375,16;PLN;03-08-2025
PL;373,78;PLN;03-08-2025
PL;246,22;PLN;03-08-2025
PL;-783,19;PLN;03-08-2025
PL;1143,57;PLN;03-08-2025
PL;338,25;PLN;03-08-2025
PL;609,69;PLN;03-08-2025
PL;764,18;PLN;03-08-2025
PL;473,59;PLN;03-08-2025
PL;32,13;PLN;03-08-2025
PL;99,68;PLN;03-08-2025
PL;989,90;PLN;03-08-2025
PL;830,26;PLN;03-08-2025
PL;32,95;PLN;03-08-2025
PL;1337,39;PLN;03-08-2025
PL;1160,20;PLN;03-08-2025
PL;684,23;PLN;03-08-2025
PL;867,40;PLN;03-08-2025
PL;644,01;PLN;03-08-2025
PL;350,83;PLN;03-08-2025
PL;514,55;PLN;03-08-2025
PL;124,47;PLN;03-08-2025
PL;323,31;PLN;03-08-2025
CZ;655,13;PLN;03-08-2025
PL;185,46;PLN;03-08-2025
PL;713,22;PLN;03-08-2025
;91,59;PLN;03-08-2025
PL;1118,99;PLN;03-08-2025
;456,83;PLN;03-08-2025
LT;826,15;PLN;03-08-2025
PL;417,34;PLN;03-08-2025
PL;1102,80;PLN;03-08-2025
PL;1625,20;PLN;03-08-2025
PL;772,36;PLN;03-08-2025
PL;749,65;PLN;03-08-2025
PL;406,31;PLN;03-08-2025
PL;432,26;PLN;03-08-2025
PL;621,21;PLN;03-08-2025
PL;232,34;PLN;03-08-2025
PL;1216,97;PLN;03-08-2025
PL;599,15;PLN;03-08-2025
DE;241,43;PLN;03-08-2025
PL;492,96;PLN;03-08-2025
PL;571,56;PLN;03-08-2025
US;415,69;PLN;03-08-2025
PL;1212,24;PLN;03-08-2025
PL;348,06;PLN;03-08-2025
PL;364,84;PLN;03-08-2025
PL;523,89;PLN;03-08-2025
DE;369,85;PLN;03-08-2025
DE;741,45;PLN;03-08-2025
PL;1205,47;PLN;03-08-2025
DE;435,06;PLN;03-08-2025
PL;3890,25;PLN;03-08-2025
PL;99,64;PLN;03-08-2025
;851,22;PLN;03-08-2025
PL;224,30;PLN;03-08-2025
;633,80;PLN;03-08-2025
PL;456,80;PLN;03-08-2025
BR;591,83;PLN;03-08-2025
PL;84,08;PLN;03-08-2025
DK;1886,98;PLN;03-08-2025
PL;595,66;PLN;03-08-2025
PL;1048,86;PLN;03-08-2025
PL;4,77;PLN;03-08-2025
PL;572,05;PLN;03-08-2025
PL;80,70;PLN;03-08-2025
PL;124,32;PLN;03-08-2025
PL;384,19;PLN;03-08-2025
PL;492,28;PLN;03-08-2025
PL;244,14;PLN;03-08-2025
PL;482,20;PLN;03-08-2025
PL;1175,19;PLN;03-08-2025
PL;405,18;PLN;03-08-2025
PL;1280,66;PLN;03-08-2025
PL;85,49;PLN;03-08-2025
PL;95,04;PLN;03-08-2025
PL;74,09;PLN;03-08-2025
PL;615,04;PLN;03-08-2025
PL;163,17;PLN;03-08-2025
US;703,14;PLN;03-08-2025
PL;1166,47;PLN;03-08-2025
PL;312,92;PLN;03-08-2025
PL;171,99;PLN;03-08-2025
PL;1424,92;PLN;03-08-2025
PL;200,00;PLN;03-08-2025
PL;386,48;PLN;03-08-2025
PL;327,01;PLN;03-08-2025
PL;333,58;PLN;03-08-2025
PL;1576,33;PLN;03-08-2025
PL;690,55;PLN;03-08-2025
PL;52,44;PLN;03-08-2025
PL;164,95;PLN;03-08-2025
PL;683,79;PLN;04-08-2025
PL;4158,62;PLN;04-08-2025
GB;669,04;PLN;04-08-2025
GB;76,48;PLN;04-08-2025
CZ;1088,61;PLN;04-08-2025
PL;1244,13;PLN;04-08-2025
GB;200,68;PLN;04-08-2025
;58,77;PLN;04-08-2025
PL;1350,19;PLN;04-08-2025
PL;92,92;PLN;04-08-2025
PL;1386,87;PLN;04-08-2025
PL;815,02;PLN;04-08-2025
PL;1064,53;PLN;04-08-2025
PL;636,65;PLN;04-08-2025
PL;735,93;PLN;04-08-2025
PL;2340,42;PLN;04-08-2025
PL;194,58;PLN;04-08-2025
PL;20,84;PLN;04-08-2025
PL;512,74;PLN;04-08-2025
TR;1258,60;PLN;04-08-2025
PL;96,39;PLN;04-08-2025
PL;1696,01;PLN;04-08-2025
PL;384,76;PLN;04-08-2025
PL;351,13;PLN;04-08-2025
PL;2261,35;PLN;04-08-2025
PL;29,43;PLN;04-08-2025
UA;1561,26;PLN;04-08-2025
PL;275,45;PLN;04-08-2025
PL;1312,59;PLN;04-08-2025
PL;701,73;PLN;04-08-2025
PL;1537,85;PLN;04-08-2025
PL;468,09;PLN;04-08-2025
PL;26,99;PLN;04-08-2025
PL;419,73;PLN;04-08-2025
PL;365,20;PLN;04-08-2025
PL;1231,66;PLN;04-08-2025
PL;798,54;PLN;04-08-2025
;256,41;PLN;04-08-2025
PL;1297,44;PLN;04-08-2025
PL;534,92;PLN;04-08-2025
PL;980,24;PLN;04-08-2025
PL;791,03;PLN;04-08-2025
PL;15,85;PLN;04-08-2025
PL;202,57;PLN;04-08-2025
PL;1764,45;PLN;04-08-2025
PL;1066,84;PLN;04-08-2025
PL;733,25;PLN;04-08-2025
PL;124,52;PLN;04-08-2025
PL;86,23;PLN;04-08-2025
PL;148,36;PLN;04-08-2025
PL;415,20;PLN;04-08-2025
PL;519,46;PLN;04-08-2025
PL;114,41;PLN;04-08-2025
PL;558,78;PLN;04-08-2025
PL;1139,85;PLN;04-08-2025
PL;1078,30;PLN;04-08-2025
PL;146,68;PLN;04-08-2025
PL;172,35;PLN;04-08-2025
PL;315,18;PLN;04-08-2025
PL;2923,66;PLN;04-08-2025
PL;2357,04;PLN;04-08-2025
PL;463,16;PLN;04-08-2025
PL;744,58;PLN;04-08-2025
PL;7,59;PLN;04-08-2025
PL;1530,86;PLN;04-08-2025
PL;692,55;PLN;04-08-2025
PL;1015,54;PLN;04-08-2025
PL;435,79;PLN;04-08-2025
PL;253,21;PLN;04-08-2025
US;1322,23;PLN;04-08-2025
PL;226,55;PLN;04-08-2025
PL;39,81;PLN;04-08-2025
IT;231,22;PLN;04-08-2025
PL;1012,62;PLN;04-08-2025
PL;542,34;PLN;04-08-2025
PL;371,30;PLN;04-08-2025
PL;1525,64;PLN;04-08-2025
PL;548,22;PLN;04-08-2025
PL;490,76;PLN;04-08-2025
PL;1442,08;PLN;04-08-2025
;189,93;PLN;04-08-2025
PL;246,19;PLN;04-08-2025
PL;439,47;PLN;04-08-2025
PL;756,05;PLN;04-08-2025
PL;182,03;PLN;04-08-2025
PL;63,84;PLN;04-08-2025
PL;51,71;PLN;04-08-2025
PL;464,10;PLN;04-08-2025
PL;961,35;PLN;04-08-2025
AT;99,75;PLN;04-08-2025
PL;291,21;PLN;04-08-2025
PL;889,44;PLN;04-08-2025
PL;1389,83;PLN;04-08-2025
DE;144,85;PLN;04-08-2025
PL;276,63;PLN;04-08-2025
PL;730,78;PLN;04-08-2025
PL;314,15;PLN;04-08-2025
SK;1110,74;PLN;04-08-2025
PL;829,26;PLN;04-08-2025
PL;124,94;PLN;04-08-2025
PL;301,88;PLN;04-08-2025
PL;48,11;PLN;04-08-2025
PL;108,71;PLN;04-08-2025
LT;900,22;PLN;04-08-2025
DE;1870,97;PLN;04-08-2025
PL;794,31;PLN;04-08-2025
US;295,27;PLN;04-08-2025
US;19,84;PLN;04-08-2025
PL;207,54;PLN;04-08-2025
PL;2323,73;PLN;04-08-2025
PL;465,10;PLN;04-08-2025
DK;113,32;PLN;04-08-2025
PL;91,34;PLN;04-08-2025
PL;37,74;PLN;04-08-2025
PL;63,48;PLN;04-08-2025
PL;394,20;PLN;04-08-2025
PL;66,47;PLN;04-08-2025
PL;259,11;PLN;04-08-2025
PL;120,66;PLN;04-08-2025
PL;297,72;PLN;04-08-2025
PL;116,95;PLN;04-08-2025
PL;66,09;PLN;04-08-2025
PL;446,11;PLN;04-08-2025
PL;228,18;PLN;05-08-2025
PL;1094,00;PLN;05-08-2025
PL;59,37;PLN;05-08-2025
;122,11;PLN;05-08-2025
