Country;Value;Currency;Date
PL;312.54;PLN;03.12.2025
PL;71.95;PLN;03.12.2025
PL;65.95;PLN;03.12.2025
PL;556.99;PLN;03.12.2025
PL;1538.8;PLN;03.12.2025
PL;431.9;PLN;03.12.2025
PL;461.01;PLN;03.12.2025
PL;333.86;PLN;03.12.2025
PL;194.4;PLN;03.12.2025
PL;189.4;PLN;03.12.2025
PL;1261.22;PLN;03.12.2025
PL;627.93;PLN;03.12.2025
PL;473.4;PLN;03.12.2025
PL;718.27;PLN;03.12.2025
PL;355.93;PLN;03.12.2025
PL;1098.39;PLN;03.12.2025
IT;490.16;PLN;03.12.2025
PL;141.77;PLN;03.12.2025
PL;6.71;PLN;03.12.2025
PL;551;PLN;03.12.2025
PL;275.34;PLN;03.12.2025
LT;280.86;PLN;03.12.2025
PL;199.68;PLN;03.12.2025
PL;1280.8;PLN;03.12.2025
PL;245.73;PLN;03.12.2025
PL;22.4;PLN;03.12.2025
PL;861.43;PLN;03.12.2025
PL;367.24;PLN;03.12.2025
LT;609.39;PLN;03.12.2025
ES;1247.02;PLN;03.12.2025
PL;703.88;PLN;03.12.2025
PL;560.64;PLN;04.12.2025
PL;337.28;PLN;04.12.2025
PL;30.6;PLN;04.12.2025
PL;60.95;PLN;04.12.2025
PL;309.27;PLN;04.12.2025
PL;79.67;PLN;04.12.2025
PL;1711.45;PLN;04.12.2025
PL;191.63;PLN;04.12.2025
PL;117.51;PLN;04.12.2025
PL;195.1;PLN;04.12.2025
PL;274.64;PLN;04.12.2025
PL;397.67;PLN;04.12.2025
PL;1548.75;PLN;04.12.2025
PL;40.86;PLN;04.12.2025
PL;1125.37;PLN;04.12.2025
PL;30.46;PLN;04.12.2025
PL;9.68;PLN;04.12.2025
PL;135.54;PLN;04.12.2025
PL;143.43;PLN;04.12.2025
PL;112.03;PLN;04.12.2025
PL;1324.56;PLN;04.12.2025
PL;544.28;PLN;04.12.2025
PL;269.47;PLN;04.12.2025
PL;1133.06;PLN;04.12.2025
PL;142.55;PLN;04.12.2025
PL;466.31;PLN;04.12.2025
PL;600.7;PLN;04.12.2025
PL;112.61;PLN;04.12.2025
PL;511.59;PLN;04.12.2025
PL;648.65;PLN;04.12.2025
PL;723.83;PLN;04.12.2025
PL;285.43;PLN;04.12.2025
PL;683.64;PLN;04.12.2025
PL;516.96;PLN;04.12.2025
PL;219.36;PLN;04.12.2025
PL;506.25;PLN;04.12.2025
PL;295.94;PLN;04.12.2025
PL;61.22;PLN;04.12.2025
PL;516.77;PLN;04.12.2025
PL;924.84;PLN;04.12.2025
PL;1129.23;PLN;04.12.2025
PL;903.59;PLN;04.12.2025
PL;183.93;PLN;04.12.2025
PL;29.9;PLN;04.12.2025
PL;103.37;PLN;04.12.2025
PL;714.2;PLN;04.12.2025
PL;590.72;PLN;04.12.2025
PL;1552.35;PLN;04.12.2025
PL;1512.55;PLN;04.12.2025
PL;253.5;PLN;04.12.2025
PL;3197.67;PLN;04.12.2025
PL;683.98;PLN;04.12.2025
PL;191.77;PLN;04.12.2025
PL;852.16;PLN;04.12.2025
PL;1159.67;PLN;04.12.2025
CN;600.2;PLN;04.12.2025
PL;155.18;PLN;04.12.2025
PL;800.5;PLN;04.12.2025
PL;583.18;PLN;04.12.2025
PL;847.31;PLN;04.12.2025
PL;552.93;PLN;04.12.2025
PL;1097.12;PLN;04.12.2025
PL;226.84;PLN;04.12.2025
PL;748.82;PLN;04.12.2025
PL;619.29;PLN;04.12.2025
LT;32.81;PLN;04.12.2025
LT;47.61;PLN;04.12.2025
PL;446.83;PLN;04.12.2025
PL;232.42;PLN;04.12.2025
PL;229.97;PLN;04.12.2025
PL;289.63;PLN;04.12.2025
PL;71.93;PLN;04.12.2025
PL;139.25;PLN;04.12.2025
PL;935.18;PLN;04.12.2025
PL;252.18;PLN;04.12.2025
PL;31.74;PLN;04.12.2025
PL;1823.75;PLN;04.12.2025
PL;914.25;PLN;04.12.2025
PL;4020.25;PLN;04.12.2025
PL;328.35;PLN;04.12.2025
PL;1142.98;PLN;04.12.2025
PL;2978.44;PLN;04.12.2025
PL;427.77;PLN;04.12.2025
PL;604.78;PLN;04.12.2025
PL;915.06;PLN;04.12.2025
PL;227.84;PLN;04.12.2025
DE;752.23;PLN;04.12.2025
PL;7026.62;PLN;04.12.2025
PL;568.91;PLN;04.12.2025
PL;413.82;PLN;04.12.2025
PL;593;PLN;04.12.2025
IT;451.23;PLN;04.12.2025
PL;33.57;PLN;04.12.2025
PL;438.81;PLN;04.12.2025
PL;88;PLN;04.12.2025
PL;60.45;PLN;04.12.2025
PL;214.3;PLN;04.12.2025
PL;244.76;PLN;04.12.2025
PL;2595.24;PLN;04.12.2025
PL;189.54;PLN;04.12.2025
PL;540.44;PLN;04.12.2025
PL;1633.85;PLN;04.12.2025
PL;408.46;PLN;04.12.2025
PL;2.2;PLN;04.12.2025
PL;75.35;PLN;04.12.2025
PL;217.36;PLN;05.12.2025
PL;227.2;PLN;05.12.2025
PL;662.73;PLN;05.12.2025
PL;6.09;PLN;05.12.2025
PL;296.93;PLN;05.12.2025
PL;374.6;PLN;05.12.2025
PL;126.85;PLN;05.12.2025
PL;240.52;PLN;05.12.2025
PL;251.96;PLN;05.12.2025
PL;1251.46;PLN;05.12.2025
ES;742;PLN;05.12.2025
PL;214.07;PLN;05.12.2025
UA;991.46;PLN;05.12.2025
PL;346.24;PLN;05.12.2025
ES;408.02;PLN;05.12.2025
PL;217.79;PLN;05.12.2025
PL;653.24;PLN;05.12.2025
PL;192;PLN;05.12.2025
PL;285.22;PLN;05.12.2025
PL;208.44;PLN;05.12.2025
PL;157.14;PLN;05.12.2025
PL;729.22;PLN;05.12.2025
PL;10.38;PLN;05.12.2025
PL;808.33;PLN;05.12.2025
PL;500.08;PLN;05.12.2025
PL;112.53;PLN;05.12.2025
PL;1310.87;PLN;05.12.2025
PL;455.42;PLN;05.12.2025
PL;80.65;PLN;05.12.2025
PL;162.61;PLN;05.12.2025
PL;660.92;PLN;05.12.2025
PL;357.69;PLN;05.12.2025
LT;618.82;PLN;05.12.2025
UA;1045.46;PLN;05.12.2025
PL;361.39;PLN;05.12.2025
PL;773.82;PLN;05.12.2025
PL;738;PLN;05.12.2025
PL;303.98;PLN;05.12.2025
PL;617.12;PLN;05.12.2025
OM;124.07;PLN;05.12.2025
PL;699.79;PLN;05.12.2025
PL;530.69;PLN;05.12.2025
PL;1599.47;PLN;05.12.2025
PL;210.57;PLN;05.12.2025
PL;199.66;PLN;05.12.2025
PL;931.97;PLN;05.12.2025
PL;233.38;PLN;05.12.2025
GB;488.8;PLN;05.12.2025
PL;205.81;PLN;05.12.2025
PL;2686.29;PLN;05.12.2025
PL;2335.54;PLN;05.12.2025
PL;745.7;PLN;05.12.2025
PL;389.52;PLN;05.12.2025
PL;996.71;PLN;05.12.2025
PL;100.31;PLN;05.12.2025
PL;336.81;PLN;05.12.2025
PL;167.9;PLN;05.12.2025
PL;383.98;PLN;05.12.2025
PL;263.4;PLN;05.12.2025
PL;397.61;PLN;05.12.2025
PL;19.3;PLN;05.12.2025
PL;94.9;PLN;05.12.2025
PL;148.2;PLN;05.12.2025
PL;504.51;PLN;05.12.2025
PL;458.06;PLN;05.12.2025
PL;561.78;PLN;05.12.2025
PL;196.54;PLN;05.12.2025
PL;168.75;PLN;05.12.2025
PL;821.42;PLN;05.12.2025
PL;372.16;PLN;05.12.2025
PL;1725.79;PLN;05.12.2025
PL;241.78;PLN;05.12.2025
SK;356.44;PLN;05.12.2025
PL;399.16;PLN;05.12.2025
PL;173.66;PLN;05.12.2025
PL;108.93;PLN;05.12.2025
PL;333.71;PLN;05.12.2025
PL;1429.15;PLN;05.12.2025
PL;645.54;PLN;05.12.2025
PL;113.51;PLN;05.12.2025
PL;491.53;PLN;05.12.2025
PL;767.66;PLN;05.12.2025
PL;271.54;PLN;05.12.2025
PL;803.5;PLN;05.12.2025
PL;551.67;PLN;05.12.2025
PL;224.75;PLN;05.12.2025
PL;1941.49;PLN;05.12.2025
PL;713.04;PLN;05.12.2025
PL;811.13;PLN;05.12.2025
PL;1258.01;PLN;05.12.2025
PL;1814.94;PLN;05.12.2025
PL;569.74;PLN;05.12.2025
PL;827.48;PLN;05.12.2025
PL;150.71;PLN;05.12.2025
PL;924.39;PLN;05.12.2025
PL;1876.92;PLN;05.12.2025
PL;571.95;PLN;05.12.2025
PL;41.85;PLN;05.12.2025
PL;531.19;PLN;05.12.2025
PL;313.74;PLN;05.12.2025
PL;338.38;PLN;05.12.2025
PL;1507.64;PLN;05.12.2025
PL;1030.04;PLN;05.12.2025
PL;711.94;PLN;05.12.2025
PL;769.34;PLN;05.12.2025
PL;828.52;PLN;05.12.2025
PL;11.66;PLN;05.12.2025
PL;189.29;PLN;05.12.2025
PL;4.4;PLN;05.12.2025
PL;764.45;PLN;05.12.2025
PL;100.72;PLN;05.12.2025
PL;1564.97;PLN;05.12.2025
PL;451.82;PLN;05.12.2025
PL;909.54;PLN;05.12.2025
PL;276.31;PLN;05.12.2025
PL;202.4;PLN;05.12.2025
PL;900.33;PLN;05.12.2025
PL;542.41;PLN;05.12.2025
PL;96.48;PLN;05.12.2025
PL;73.76;PLN;05.12.2025
PL;14.7;PLN;05.12.2025
PL;1548.96;PLN;05.12.2025
DE;683.27;PLN;05.12.2025
DE;1481.38;PLN;05.12.2025
PL;309.15;PLN;05.12.2025
PL;376.88;PLN;05.12.2025
IT;46.64;PLN;05.12.2025
PL;1324.98;PLN;05.12.2025
PL;1418.36;PLN;05.12.2025
PL;2698.49;PLN;05.12.2025
PL;470.05;PLN;05.12.2025
PL;348.99;PLN;05.12.2025
PL;525.46;PLN;05.12.2025
IL;600.5;PLN;05.12.2025
PL;1475.53;PLN;05.12.2025
PL;1649.9;PLN;05.12.2025
PL;599.52;PLN;05.12.2025
PL;858.4;PLN;05.12.2025
PL;93.81;PLN;05.12.2025
CZ;290.29;PLN;05.12.2025
PL;900.15;PLN;05.12.2025
PL;262.44;PLN;05.12.2025
PL;520.35;PLN;05.12.2025
PL;744.77;PLN;05.12.2025
PL;680.69;PLN;05.12.2025
DE;76.1;PLN;05.12.2025
PL;607.57;PLN;05.12.2025
PL;214.54;PLN;05.12.2025
PL;1183.32;PLN;06.12.2025
PL;234.72;PLN;06.12.2025
PL;377.05;PLN;06.12.2025
PL;992.66;PLN;06.12.2025
PL;9.28;PLN;06.12.2025
PL;531.6;PLN;06.12.2025
PL;28.98;PLN;06.12.2025
PL;444.23;PLN;06.12.2025
PL;631.23;PLN;06.12.2025
PL;384.48;PLN;06.12.2025
PL;545.5;PLN;06.12.2025
PL;536.91;PLN;06.12.2025
PL;311.96;PLN;06.12.2025
PL;366.19;PLN;06.12.2025
PL;429.98;PLN;06.12.2025
ES;1438.09;PLN;06.12.2025
PL;1052.92;PLN;06.12.2025
IE;201.3;PLN;06.12.2025
PL;850.13;PLN;06.12.2025
SK;1276.4;PLN;06.12.2025
IT;822.92;PLN;06.12.2025
PL;2647.96;PLN;06.12.2025
PL;1483.87;PLN;06.12.2025
PL;1060.1;PLN;06.12.2025
PL;1800.28;PLN;06.12.2025
PL;699.65;PLN;06.12.2025
PL;369.05;PLN;06.12.2025
PL;1953.06;PLN;06.12.2025
PL;351.39;PLN;06.12.2025
PL;217.51;PLN;06.12.2025
PL;427.16;PLN;06.12.2025
CZ;444.6;PLN;06.12.2025
PL;1311.38;PLN;06.12.2025
PL;1401.91;PLN;06.12.2025
PL;1508.79;PLN;06.12.2025
PL;296.09;PLN;06.12.2025
PL;348.73;PLN;06.12.2025
PL;158.5;PLN;06.12.2025
PL;48.77;PLN;06.12.2025
PL;538.51;PLN;06.12.2025
PL;585.94;PLN;06.12.2025
PL;654.78;PLN;06.12.2025
CZ;622.67;PLN;06.12.2025
PL;731.35;PLN;06.12.2025
CZ;268.9;PLN;06.12.2025
PL;16.18;PLN;06.12.2025
CZ;380.65;PLN;06.12.2025
PL;1282.43;PLN;06.12.2025
CZ;65.51;PLN;06.12.2025
ES;1578.15;PLN;06.12.2025
PL;1346.3;PLN;06.12.2025
PL;1161.63;PLN;06.12.2025
PL;192.93;PLN;06.12.2025
PL;197.48;PLN;06.12.2025
PL;1436.93;PLN;06.12.2025
CZ;356.12;PLN;06.12.2025
PL;771.27;PLN;06.12.2025
PL;644.82;PLN;06.12.2025
PL;898.67;PLN;06.12.2025
PL;499.25;PLN;06.12.2025
PL;399.45;PLN;06.12.2025
PL;1075.36;PLN;06.12.2025
PL;817.42;PLN;06.12.2025
PL;588.41;PLN;06.12.2025
PL;943.15;PLN;06.12.2025
PL;1132.14;PLN;06.12.2025
PL;151.62;PLN;06.12.2025
PL;1265.99;PLN;06.12.2025
PL;101.41;PLN;06.12.2025
PL;1024.98;PLN;06.12.2025
PL;1290.76;PLN;06.12.2025
PL;1071.33;PLN;06.12.2025
PL;290.2;PLN;06.12.2025
PL;-128.27;PLN;06.12.2025
PL;205.74;PLN;06.12.2025
PL;65.76;PLN;06.12.2025
PL;36.38;PLN;06.12.2025
PL;1519.03;PLN;06.12.2025
PL;1773.14;PLN;06.12.2025
PL;1262.79;PLN;06.12.2025
PL;578.69;PLN;06.12.2025
PL;262.67;PLN;06.12.2025
PL;312.89;PLN;06.12.2025
PL;321.48;PLN;06.12.2025
UA;2113.23;PLN;06.12.2025
PL;727.11;PLN;06.12.2025
PL;148.92;PLN;06.12.2025
PL;1180.46;PLN;06.12.2025
PL;341.22;PLN;06.12.2025
PL;869.03;PLN;06.12.2025
PL;79.61;PLN;06.12.2025
PL;720.08;PLN;06.12.2025
PL;749.8;PLN;06.12.2025
PL;558.78;PLN;06.12.2025
PL;3033.28;PLN;06.12.2025
PL;268;PLN;06.12.2025
PL;460.35;PLN;06.12.2025
PL;1017.05;PLN;06.12.2025
PL;710.5;PLN;06.12.2025
PL;56.16;PLN;06.12.2025
PL;588.27;PLN;06.12.2025
PL;194.61;PLN;06.12.2025
PL;1596.9;PLN;06.12.2025
PL;738.58;PLN;06.12.2025
PL;227.9;PLN;06.12.2025
PL;1147.7;PLN;06.12.2025
PL;1344.1;PLN;06.12.2025
PL;324.78;PLN;06.12.2025
PL;2034.52;PLN;06.12.2025
DE;370;PLN;06.12.2025
PL;308.15;PLN;06.12.2025
PL;786.24;PLN;06.12.2025
PL;343.11;PLN;06.12.2025
PL;560.33;PLN;06.12.2025
PL;831.02;PLN;06.12.2025
PL;992.89;PLN;06.12.2025
PL;1210.66;PLN;06.12.2025
PL;22.95;PLN;06.12.2025
PL;166.21;PLN;06.12.2025
PL;643.1;PLN;06.12.2025
PL;549.92;PLN;06.12.2025
PL;327.06;PLN;06.12.2025
PL;618.89;PLN;06.12.2025
PL;278.67;PLN;06.12.2025
PL;92.61;PLN;06.12.2025
PL;986.79;PLN;06.12.2025
PL;127.98;PLN;06.12.2025
PL;439.28;PLN;06.12.2025
PL;791.67;PLN;06.12.2025
PL;1272.67;PLN;06.12.2025
PL;1595.74;PLN;06.12.2025
PL;2189.83;PLN;06.12.2025
PL;87.05;PLN;06.12.2025
PL;663.39;PLN;06.12.2025
PL;41.54;PLN;06.12.2025
PL;623.91;PLN;06.12.2025
PL;248.05;PLN;06.12.2025
PL;112.64;PLN;06.12.2025
PL;462.06;PLN;06.12.2025
PL;658.39;PLN;06.12.2025
PL;1257.6;PLN;06.12.2025
PL;351.32;PLN;06.12.2025
PL;43.84;PLN;06.12.2025
PL;540.49;PLN;06.12.2025
PL;2296.22;PLN;06.12.2025
PL;3351.45;PLN;06.12.2025
PL;175.44;PLN;06.12.2025
PL;518.46;PLN;06.12.2025
PL;2086.21;PLN;06.12.2025
PL;785.25;PLN;06.12.2025
PL;396.33;PLN;06.12.2025
PL;235.44;PLN;06.12.2025
PL;1450.3;PLN;06.12.2025
PL;2860.62;PLN;06.12.2025
PL;1134.77;PLN;06.12.2025
PL;1145.24;PLN;06.12.2025
PL;139.96;PLN;06.12.2025
PL;611.78;PLN;06.12.2025
PL;918;PLN;06.12.2025
PL;1243.1;PLN;06.12.2025
PL;1024.57;PLN;06.12.2025
PL;128.52;PLN;06.12.2025
PL;1732.77;PLN;06.12.2025
PL;652.11;PLN;06.12.2025
PL;276.74;PLN;06.12.2025
PL;1714.71;PLN;06.12.2025
PL;123.49;PLN;06.12.2025
PL;489.98;PLN;06.12.2025
AT;618.64;PLN;06.12.2025
PL;203.73;PLN;06.12.2025
PL;557.99;PLN;06.12.2025
PL;1076.54;PLN;06.12.2025
PL;151.53;PLN;06.12.2025
PL;4772.01;PLN;06.12.2025
PL;1463.84;PLN;06.12.2025
PL;658.64;PLN;06.12.2025
PL;687.14;PLN;06.12.2025
PL;232.53;PLN;06.12.2025
IT;642.04;PLN;06.12.2025
PL;2443.17;PLN;06.12.2025
PL;179.85;PLN;06.12.2025
PL;421.58;PLN;06.12.2025
PL;1066.53;PLN;06.12.2025
PL;1098.81;PLN;06.12.2025
PL;897.57;PLN;06.12.2025
PL;148.21;PLN;06.12.2025
PL;1080.7;PLN;06.12.2025
PL;1112.58;PLN;06.12.2025
PL;209.35;PLN;06.12.2025
PL;512.57;PLN;06.12.2025
DE;472.59;PLN;06.12.2025
PL;797.98;PLN;06.12.2025
PL;312.7;PLN;06.12.2025
PL;1226.6;PLN;06.12.2025
PL;343.8;PLN;06.12.2025
PL;1833.48;PLN;06.12.2025
PL;544.92;PLN;06.12.2025
PL;56.41;PLN;06.12.2025
PL;1236.53;PLN;06.12.2025
PL;2968.87;PLN;06.12.2025
PL;448.41;PLN;06.12.2025
PL;491.42;PLN;06.12.2025
CZ;610.39;PLN;06.12.2025
PL;747.53;PLN;06.12.2025
PL;1004.83;PLN;06.12.2025
FR;976.96;PLN;06.12.2025
IT;2506.8;PLN;06.12.2025
PL;942.73;PLN;06.12.2025
PL;671.54;PLN;06.12.2025
GB;1078.17;PLN;06.12.2025
PL;214.24;PLN;06.12.2025
PL;59.29;PLN;06.12.2025
PL;566.51;PLN;06.12.2025
PL;974.6;PLN;06.12.2025
PL;605.15;PLN;06.12.2025
PL;672.63;PLN;06.12.2025
PL;1034.71;PLN;06.12.2025
PL;213.14;PLN;06.12.2025
PL;807.98;PLN;06.12.2025
PL;237.07;PLN;06.12.2025
PL;527.79;PLN;06.12.2025
PL;802.72;PLN;06.12.2025
PL;915.17;PLN;06.12.2025
PL;1706.12;PLN;06.12.2025
PL;1071.57;PLN;06.12.2025
PL;732.96;PLN;06.12.2025
PL;1200.32;PLN;06.12.2025
GB;1739.61;PLN;06.12.2025
PL;393.38;PLN;06.12.2025
PL;441.02;PLN;06.12.2025
PL;191.89;PLN;06.12.2025
UA;488.94;PLN;06.12.2025
PL;758.05;PLN;06.12.2025
IE;12.88;PLN;06.12.2025
PL;827.1;PLN;06.12.2025
BE;730.51;PLN;06.12.2025
PL;851.13;PLN;06.12.2025
ES;644.46;PLN;06.12.2025
PL;634.27;PLN;06.12.2025
PL;1211.55;PLN;06.12.2025
PL;225.38;PLN;06.12.2025
ES;2631.73;PLN;06.12.2025
PL;559.87;PLN;06.12.2025
PL;278.53;PLN;06.12.2025
PL;201.46;PLN;06.12.2025
PL;515.09;PLN;06.12.2025
PL;3745.42;PLN;06.12.2025
PL;628.12;PLN;06.12.2025
PL;417.01;PLN;06.12.2025
PL;161.31;PLN;06.12.2025
GB;237.96;PLN;06.12.2025
PL;865.93;PLN;06.12.2025
PL;2366.37;PLN;06.12.2025
PL;4041.41;PLN;07.12.2025
DE;1655.7;PLN;07.12.2025
PL;99.53;PLN;07.12.2025
PL;334.71;PLN;07.12.2025
PL;916.35;PLN;07.12.2025
PL;357.73;PLN;07.12.2025
PL;1178.48;PLN;07.12.2025
PL;537.18;PLN;07.12.2025
PL;2018.59;PLN;07.12.2025
PL;668.57;PLN;07.12.2025
PL;500.72;PLN;07.12.2025
PL;460.36;PLN;07.12.2025
PL;413.25;PLN;07.12.2025
PL;455.22;PLN;07.12.2025
IE;952.54;PLN;07.12.2025
CZ;684.9;PLN;07.12.2025
PL;2969.99;PLN;07.12.2025
PL;1386.18;PLN;07.12.2025
PL;760.13;PLN;07.12.2025
PL;2269.45;PLN;07.12.2025
PL;158.06;PLN;07.12.2025
PL;1697.74;PLN;07.12.2025
PL;183.07;PLN;07.12.2025
PL;524.79;PLN;07.12.2025
PL;844.12;PLN;07.12.2025
LT;933.05;PLN;07.12.2025
PL;318.9;PLN;07.12.2025
PL;310.62;PLN;07.12.2025
PL;133.8;PLN;07.12.2025
PL;746.49;PLN;07.12.2025
PL;264.97;PLN;07.12.2025
PL;116.3;PLN;07.12.2025
PL;522.94;PLN;07.12.2025
PL;3173.16;PLN;07.12.2025
PL;347.11;PLN;07.12.2025
PL;280.19;PLN;07.12.2025
PL;1537.4;PLN;07.12.2025
PL;272.11;PLN;07.12.2025
PL;951.38;PLN;07.12.2025
PL;323.14;PLN;07.12.2025
PL;1681.94;PLN;07.12.2025
PL;108.2;PLN;07.12.2025
PL;10.05;PLN;07.12.2025
PL;2019.07;PLN;07.12.2025
PL;1119.15;PLN;07.12.2025
PL;654.14;PLN;07.12.2025
PL;994.72;PLN;07.12.2025
PL;245.27;PLN;07.12.2025
PL;107.6;PLN;07.12.2025
PL;35.35;PLN;07.12.2025
PL;889.87;PLN;07.12.2025
PL;45.57;PLN;07.12.2025
PL;134.02;PLN;07.12.2025
PL;302.95;PLN;07.12.2025
PL;458.25;PLN;07.12.2025
RO;5171.84;PLN;07.12.2025
PL;549.12;PLN;07.12.2025
PL;118.11;PLN;07.12.2025
PL;1213.11;PLN;07.12.2025
PL;1003.97;PLN;07.12.2025
PL;458.4;PLN;07.12.2025
ES;1275.01;PLN;07.12.2025
PL;1317.28;PLN;07.12.2025
PL;931.26;PLN;07.12.2025
RO;224.8;PLN;07.12.2025
PL;436.93;PLN;07.12.2025
PL;441.76;PLN;07.12.2025
